"host_species","host_phylum","host_class","host_order","host_family","host_in_gonzalos_list","diseases","has_pilot_disease","pilot_diseases","has_pilot_include_disease","pilot_include_diseases","Not_specified","PCR_Sequencing","Isolation_Observation","Antibodies","Any_PCR_Or_Observation","taxonomy_override_applied","taxonomy_override_notes","species_name","species_name_canonical","species_key","taxonomy_gap","known_non_target_class","human_domestic_or_livestock","not_pilot_include_disease","no_detection_evidence","existing_model_path","sdm_available","sdm_already_available","first_pass_eligible","eligibility_reasons","eligibility_status","taxonomy_review_needed","taxonomy_review_reason","analysis_unit_id","readiness_disease_name","disease_name","disease_is_pilot_include","species_role","sdm_needed_for_disease","sdm_species","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status","synonym_review_status","synonym_notes"
"Bos grunniens","Chordata","Mammalia","Artiodactyla","Bovidae",FALSE,"Bluetongue; Epizootic haemorrhagic disease; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lumpy skin disease; Rabies",TRUE,"Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,5,1,3,6,FALSE,,"Bos grunniens","Bos grunniens","bos grunniens",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Bos grunniens/Bos grunniens.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","no","Bos grunniens","review_before_download",34,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Caiman crocodilus","Chordata","Reptilia","Crocodylia","Alligatoridae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Caiman crocodilus","Caiman crocodilus","caiman crocodilus",FALSE,TRUE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Caiman crocodilus/Caiman crocodilus.rds",FALSE,FALSE,FALSE,"non_target_class:Reptilia; not_pilot_include_disease; no_pcr_or_observation_signal","review_non_target_class",TRUE,"non_target_class:Reptilia; not_pilot_include_disease; no_pcr_or_observation_signal",,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Caiman crocodilus","review_before_download",35,"gbif-download","gbif-download",2000,2026,20,"review_non_target_class","not_audited",
"Callospermophilus lateralis","Chordata","Mammalia","Rodentia","Sciuridae",FALSE,"Brazilian spotted fever; Colorado tick fever; Hantavirus pulmonary syndrome; Powassan virus disease; Sin Nombre hantavirus infection",TRUE,"Hantavirus pulmonary syndrome",TRUE,"Hantavirus pulmonary syndrome",0,0,2,3,2,FALSE,,"Callospermophilus lateralis","Callospermophilus lateralis","callospermophilus lateralis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Callospermophilus lateralis/Callospermophilus lateralis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hantavirus pulmonary syndrome","Hantavirus pulmonary syndrome",TRUE,"host","yes","Callospermophilus lateralis","pending",36,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Caluromys derbianus","Chordata","Mammalia","Didelphimorphia","Didelphidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Caluromys derbianus","Caluromys derbianus","caluromys derbianus",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Caluromys derbianus/Caluromys derbianus.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Caluromys derbianus","review_before_download",37,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","no","Camelus bactrianus","review_before_download",38,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Hepatitis E","Hepatitis E",TRUE,"host","no","Camelus bactrianus","review_before_download",39,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","no","Camelus bactrianus","review_before_download",40,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","no","Camelus bactrianus","review_before_download",41,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"Middle East Respiratory Syndrome (MERS)","Middle East Respiratory Syndrome (MERS)",FALSE,"host","no","Camelus bactrianus","review_before_download",42,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Camelus bactrianus","Chordata","Mammalia","Artiodactyla","Camelidae",FALSE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); Rabies; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Middle East Respiratory Syndrome (MERS); West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever",0,7,1,1,8,FALSE,,"Camelus bactrianus","Camelus bactrianus","camelus bactrianus",FALSE,FALSE,TRUE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Camelus bactrianus/Camelus bactrianus.rds",FALSE,FALSE,FALSE,"human_domestic_or_livestock","review_exclude_human_domestic_or_livestock",TRUE,"human_domestic_or_livestock",,"West Nile fever","West Nile fever",TRUE,"host","no","Camelus bactrianus","review_before_download",43,"gbif-download","gbif-download",2000,2026,20,"review_exclude_human_domestic_or_livestock","not_audited",
"Canis mesomelas","Chordata","Mammalia","Carnivora","Canidae",FALSE,"African horse sickness; Anthrax; Bluetongue; Rabies; Rift Valley fever",TRUE,"Rift Valley fever",TRUE,"Rift Valley fever",1,1,2,4,3,FALSE,,"Canis mesomelas","Canis mesomelas","canis mesomelas",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Canis mesomelas/Canis mesomelas.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Rift Valley fever","Rift Valley fever",TRUE,"host","yes","Canis mesomelas","pending",44,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Capricornis milneedwardsii","Chordata","Mammalia","Artiodactyla","Bovidae",FALSE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",0,1,0,0,1,FALSE,,"Capricornis milneedwardsii","Capricornis milneedwardsii","capricornis milneedwardsii",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Capricornis milneedwardsii/Capricornis milneedwardsii.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Capricornis milneedwardsii","pending",45,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Carollia subrufa","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Carollia subrufa","Carollia subrufa","carollia subrufa",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Carollia subrufa/Carollia subrufa.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Carollia subrufa","review_before_download",46,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Cephalorhynchus eutropia","Chordata","Mammalia","Artiodactyla","Delphinidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Cephalorhynchus eutropia","Cephalorhynchus eutropia","cephalorhynchus eutropia",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cephalorhynchus eutropia/Cephalorhynchus eutropia.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Cephalorhynchus eutropia","pending",47,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cephalorhynchus eutropia","Chordata","Mammalia","Artiodactyla","Delphinidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Cephalorhynchus eutropia","Cephalorhynchus eutropia","cephalorhynchus eutropia",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cephalorhynchus eutropia/Cephalorhynchus eutropia.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Cephalorhynchus eutropia","pending",48,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercocebus galeritus","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,0,0,1,0,FALSE,,"Cercocebus galeritus","Cercocebus galeritus","cercocebus galeritus",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercocebus galeritus/Cercocebus galeritus.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Cercocebus galeritus","review_before_download",49,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Cercopithecus diana","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Tularemia; Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",1,1,0,0,1,FALSE,,"Cercopithecus diana","Cercopithecus diana","cercopithecus diana",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus diana/Cercopithecus diana.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Cercopithecus diana","pending",50,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus hamlyni","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,0,0,1,0,FALSE,,"Cercopithecus hamlyni","Cercopithecus hamlyni","cercopithecus hamlyni",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus hamlyni/Cercopithecus hamlyni.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Cercopithecus hamlyni","review_before_download",51,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Cercopithecus mitis kandti","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Cercopithecus mitis kandti","Cercopithecus mitis kandti","cercopithecus mitis kandti",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus mitis kandti/Cercopithecus mitis kandti.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Cercopithecus mitis kandti","pending",52,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus mitis kandti","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Cercopithecus mitis kandti","Cercopithecus mitis kandti","cercopithecus mitis kandti",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus mitis kandti/Cercopithecus mitis kandti.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Cercopithecus mitis kandti","pending",53,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus mona","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Yellow fever",TRUE,"Mpox (Monkeypox); Yellow fever",TRUE,"Yellow fever",1,0,0,2,0,FALSE,,"Cercopithecus mona","Cercopithecus mona","cercopithecus mona",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus mona/Cercopithecus mona.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","yes","Cercopithecus mona","pending",54,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus mona","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Yellow fever",TRUE,"Mpox (Monkeypox); Yellow fever",TRUE,"Yellow fever",1,0,0,2,0,FALSE,,"Cercopithecus mona","Cercopithecus mona","cercopithecus mona",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus mona/Cercopithecus mona.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Cercopithecus mona","pending",55,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus nictitans","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Tularemia; West Nile fever; Yellow fever",TRUE,"Mpox (Monkeypox); West Nile fever; Yellow fever",TRUE,"West Nile fever; Yellow fever",1,0,1,2,1,FALSE,,"Cercopithecus nictitans","Cercopithecus nictitans","cercopithecus nictitans",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus nictitans/Cercopithecus nictitans.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","yes","Cercopithecus nictitans","pending",56,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus nictitans","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Tularemia; West Nile fever; Yellow fever",TRUE,"Mpox (Monkeypox); West Nile fever; Yellow fever",TRUE,"West Nile fever; Yellow fever",1,0,1,2,1,FALSE,,"Cercopithecus nictitans","Cercopithecus nictitans","cercopithecus nictitans",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus nictitans/Cercopithecus nictitans.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Cercopithecus nictitans","pending",57,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Cercopithecus nictitans","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Tularemia; West Nile fever; Yellow fever",TRUE,"Mpox (Monkeypox); West Nile fever; Yellow fever",TRUE,"West Nile fever; Yellow fever",1,0,1,2,1,FALSE,,"Cercopithecus nictitans","Cercopithecus nictitans","cercopithecus nictitans",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Cercopithecus nictitans/Cercopithecus nictitans.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Cercopithecus nictitans","pending",58,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
